Month,Category,Item,Option,Quantity,Price Per Unit,Total Profit
August,Ultrasound,General Ultrasound,Inguinoscrotal Ultrasound (with doppler),2.00,1900.00,3800.00
August,Medicines,Medicine,Folic Acid (Quatrofol),246.00,15.00,3690.00
August,Medicines,Medicine,Gestron,56.00,65.00,3640.00
August,Laboratory,Clinical Chemistry,HBsAg Screening,8.00,450.00,3600.00
August,Laboratory,Hematology,ABO RH Typing,12.00,300.00,3600.00
August,Ultrasound,General Ultrasound,Soft Tissue Ultrasound (ex. Axillary),3.00,1200.00,3600.00
August,Medicines,Medicine,Heme Up,176.00,20.00,3520.00
August,Laboratory,Medical Packages,Buntis Package A,2.00,1700.00,3400.00
August,Laboratory,Clinical Microscopy,Urinalysis,17.00,200.00,3400.00
August,Laboratory,Medical Packages,Blood Chemistry (Hypertension),1.00,3200.00,3200.00
August,Medicines,Medicine,Methylergometrine (Ergojen),126.00,25.00,3150.00
August,Medicines,Medicine,Mommalac,200.00,15.00,3000.00
August,Laboratory,Hematology,Platelet Count (PC),11.00,250.00,2750.00
August,Medical Certificate,Medical Certificate,N/A,13.00,200.00,2600.00
August,Vaccines,Hepatitis A Vaccine,N/A,1.00,2500.00,2500.00
August,Medicines,Miscellaneous,Feminine Wash (Femcare),10.00,250.00,2500.00
August,Laboratory,Miscellaneous,Wet Smear,4.00,600.00,2400.00
August,Medicines,Miscellaneous,PregN/Acy Test,20.00,120.00,2400.00
August,Services,Intrauterine Device Insertion,N/A,1.00,2300.00,2300.00
August,Laboratory,Miscellaneous,HbA1c,4.00,550.00,2200.00
August,Medicines,Medicine,Isoxsuprene Hcl (Duvatrene),83.00,25.00,2075.00
August,Ultrasound,Obstetrics and Gynecology,BPS + Biometry w- Cervical Length,1.00,2000.00,2000.00
August,Ultrasound,Obstetrics and Gynecology,Doppler,2.00,1000.00,2000.00
August,Laboratory,Clinical Chemistry,TSH,3.00,650.00,1950.00
August,Laboratory,Clinical Chemistry,FT4,3.00,650.00,1950.00
August,Laboratory,Clinical Chemistry,FBS,3.00,650.00,1950.00
August,Services,Implant Removal,N/A,1.00,1800.00,1800.00
August,Ultrasound,General Ultrasound,Neck Ultrasound (Thyroid Submandibular and Lymph N,1.00,1700.00,1700.00
August,Vaccines,Hepatitis B Adult Vaccine,N/A,1.00,1500.00,1500.00
August,Medical Certificate,Medical Certificate (with Certified True Copy),N/A,3.00,500.00,1500.00
August,Medicines,Medicine,Mupirocin Ointment (Mupiderm),6.00,250.00,1500.00
August,Ultrasound,General Ultrasound,Kidneys Ureters and Bladder (KUB),1.00,1400.00,1400.00
August,Ultrasound,Obstetrics and Gynecology,Placental Localization,2.00,700.00,1400.00
August,Medicines,Medicine,Cefurox,38.00,35.00,1330.00
August,Medicines,Medicine,Folic Acid (Folitrene),88.00,15.00,1320.00
August,Laboratory,Miscellaneous,Quantitative Beta-Hcg,1.00,1300.00,1300.00
August,Others,Catheter Change,N/A,1.00,1232.00,1232.00
August,Laboratory,Miscellaneous,75 Gram OGTT,1.00,1200.00,1200.00
August,Laboratory,Clinical Chemistry,HbA1c,2.00,550.00,1100.00
August,Medicines,Medicine,Isoxsuprine Hcl (Duvaprine),42.00,25.00,1050.00
August,Medicines,Family Planning,DAPHNE,2.00,500.00,1000.00
August,Ultrasound,Placental Doppler,N/A,1.00,1000.00,1000.00
August,Laboratory,Clinical Chemistry,Lipid Profile,1.00,1000.00,1000.00
August,Laboratory,Hematology,APTT,2.00,500.00,1000.00
August,Laboratory,Hematology,PROTIME (PT),2.00,500.00,1000.00
August,Medicines,Medicine,Vitamin C + Zinc (Pearly-C),82.00,12.00,984.00
August,Services,Clinical Fee,N/A,6.00,150.00,900.00
August,Laboratory,Clinical Chemistry,SGOT,3.00,250.00,750.00
August,Laboratory,Clinical Chemistry,SGPT,3.00,250.00,750.00
August,Ultrasound,Obstetrics and Gynecology,CERVICAL LENGTH,1.00,700.00,700.00
August,Pediatric Medicines,Lactitol Monohydryate (Lactomax),N/A,1.00,600.00,600.00
August,Laboratory,Miscellaneous,KOH,1.00,600.00,600.00
August,Laboratory,Clinical Chemistry,Creatinine,2.00,300.00,600.00
August,Medicines,Miscellaneous,Drysheet - Underpad,12.00,50.00,600.00
August,Laboratory,Clinical Microbiology,Gram Stain,1.00,600.00,600.00
August,Pediatric Medicines,Cetirizine (Temprazine),N/A,2.00,250.00,500.00
August,Vaccines,PPD Test,N/A,1.00,500.00,500.00
August,Medicines,Medicine,Cefuroxime Axetil (Aerox),14.00,35.00,490.00
August,Pediatric Medicines,Paracetamol Syrup (Tempra),N/A,2.00,200.00,400.00
August,Medical Certificate,Medical Certificate,N/A,2.00,200.00,400.00
August,Medical Certificate,Medical Certificate,N/A,2.00,200.00,400.00
August,Laboratory,Clinical Chemistry,Sodium,1.00,350.00,350.00
August,Laboratory,Clinical Chemistry,Potassium,1.00,350.00,350.00
August,Medical Certificate,General Ultrasound (with Certified True Copy),N/A,7.00,50.00,350.00
August,Medicines,Medicine,Dydrogesterone (Duphaston),4.00,85.00,340.00
August,Pediatric Medicines,Ambroxol Hydrochloride (Cofzol),N/A,2.00,150.00,300.00
August,Laboratory,Clinical Chemistry,Blood Urea Nitrogen (BUN),1.00,300.00,300.00
August,Laboratory,Clinical Chemistry,Uric Acid,1.00,300.00,300.00
August,Pediatric Medicines,Nasatapp Drops,N/A,2.00,150.00,300.00
August,Pediatric Medicines,Salinase Spray,N/A,1.00,250.00,250.00
August,Pediatric Medicines,Salinase Max,N/A,1.00,250.00,250.00
August,Laboratory,Hematology,Bleeding Time (BT),1.00,210.00,210.00
August,Laboratory,Hematology,Clotting Time (CT),1.00,210.00,210.00
August,Medicines,Miscellaneous,OGTT Juice,1.00,200.00,200.00
August,Medicines,Medicine,Methyldopa,7.00,25.00,175.00
August,Medicines,Miscellaneous,Gauze 4x4,27.00,6.00,162.00
August,Medicines,Medicine,Metformin,10.00,15.00,150.00
August,Medicines,Miscellaneous,Micropore Tape,1.00,50.00,50.00
August,Medicines,Miscellaneous,Micropore 1,1.00,50.00,50.00
August,Medicines,Zinc Oxide and Calamine (Calmoseptine),N/A,1.00,50.00,50.00
August,Medicines,Miscellaneous,Wee bag,2.00,15.00,30.00
August,Medicines,Miscellaneous,Urine Container,1.00,10.00,10.00
September,Services,Obstetrics and Gynecology Consultation,N/A,690.00,598.70,413101.00
September,Services,Pediatrics Consultation,N/A,605.00,597.80,361672.00
September,Ultrasound,Obstetrics and Gynecology,Transvaginal,168.00,1196.18,200958.00
September,Vaccines,Rotateq Vaccine,N/A,47.00,2500.00,117500.00
September,Vaccines,"PCV ""Pneumoccoccal"" Vaccine",N/A,29.00,4000.00,116000.00
September,Ultrasound,Obstetrics and Gynecology,BPS + Biometry,83.00,1297.20,107668.00
September,Vaccines,Flu Vaccine,N/A,54.00,1990.74,107500.00
September,Ultrasound,Obstetrics and Gynecology,Congenital Anomaly Scan,40.00,2488.85,99554.00
September,Vaccines,"6 IN 1 ""Hexaxim"" Vaccine",N/A,20.00,4000.00,80000.00
September,Ultrasound,Obstetrics and Gynecology,Pelvic,42.00,1194.90,50186.00
September,Medical Certificate,Medical Certificate,N/A,77.00,500.00,38500.00
September,Services,REI,N/A,42.00,800.00,33600.00
September,Others,Non-Stress Test,N/A,30.00,1000.00,30000.00
September,Vaccines,Japanese Encephalitis Vaccine,N/A,7.00,4000.00,28000.00
September,Laboratory,Clinical Microbiology,Papsmear,34.00,795.79,27057.00
September,Vaccines,TD Vaccine,N/A,29.00,860.00,24940.00
September,Vaccines,Rotarix Vaccine,N/A,8.00,3000.00,24000.00
September,Medical Certificate,Swab Test,N/A,19.00,1188.74,22586.00
September,Laboratory,Medical Packages,Buntis Package B,9.00,2500.00,22500.00
September,Services,Endocrinologist Consultation,N/A,28.00,779.57,21828.00
September,Laboratory,Medical Packages,Thyroid Function Test,10.00,1800.00,18000.00
September,Vaccines,Tetanus Toxoid Vaccine,N/A,36.00,500.00,18000.00
September,Laboratory,Clinical Chemistry,75 Gram OGTT,15.00,1200.00,18000.00
September,Medicines,Medicine,Heragest,276.00,65.00,17940.00
September,Vaccines,MMR Vaccine,N/A,7.00,2500.00,17500.00
September,Vaccines,Varicella Vaccine,N/A,5.00,3500.00,17500.00
September,Ultrasound,Obstetrics and Gynecology,Biometry,14.00,1200.00,16800.00
September,Medicines,Medicine,Cholecalciferol + Calcium (Calvit Gold),1065.00,15.00,15975.00
September,Ultrasound,Obstetrics and Gynecology,5D ULTRASOUND,5.00,3000.00,15000.00
September,Ultrasound,General Ultrasound,Breast - Chest Ultrasound (Bilateral),9.00,1666.22,14996.00
September,Vaccines,Gardasil 4 Vaccine,N/A,3.00,4500.00,13500.00
September,Medicines,Medicine,Heme Up,659.00,20.00,13180.00
September,Vaccines,Hepatitis A Vaccine,N/A,5.00,2500.00,12500.00
September,Vaccines,Meningococcal Vaccine,N/A,3.00,4000.00,12000.00
September,Laboratory,Clinical Chemistry,HIV Screening,17.00,650.00,11050.00
September,Medicines,Medicine,Multivitamins (Mosvit Elite),753.00,14.12,10634.00
September,Services,Cardiology Consultation,N/A,14.00,747.93,10471.00
September,Ultrasound,Obstetrics and Gynecology,TVS w Follicle Monitoring,6.00,1700.00,10200.00
September,Medicines,Family Planning,DMPA (Depotrust),20.00,500.00,10000.00
September,Services,Urology Consultation,N/A,13.00,767.00,9971.00
September,Laboratory,Hematology,Complete Blood Count (CBC),24.00,400.00,9600.00
September,Surgeon,Surgery Procedure (9500),N/A,1.00,9500.00,9500.00
September,Medicines,Medicine,Evening Primrose (Primdin),263.00,34.00,8942.00
September,Laboratory,Medical Packages,Buntis Package A,5.00,1700.00,8500.00
September,Medicines,Medicine,Gestron,119.00,65.00,7735.00
September,Services,Implant Insertion,N/A,2.00,3643.00,7286.00
September,Services,Surgery Consultation,N/A,12.00,591.08,7093.00
September,Medicines,Medicine,Letrozole,46.00,150.00,6900.00
September,Medicines,Medicine,Folic Acid (Quatrofol),431.00,15.00,6465.00
September,Medicines,Medicine,Ferrous + Folic Acid (Prenat),559.00,11.32,6328.00
September,Medicines,Medicine,Vitamin C + Zinc (Pearly-C),504.00,12.00,6048.00
September,Surgeon,Surgery Procedure (5500),N/A,2.00,3000.00,6000.00
September,Laboratory,Clinical Microscopy,Urinalysis,30.00,200.00,6000.00
September,Vaccines,PPD Test,N/A,8.00,718.75,5750.00
September,Laboratory,Clinical Chemistry,FBS,8.00,650.00,5200.00
September,Ultrasound,General Ultrasound,Scrotal Ultrasound (with Doppler),3.00,1700.00,5100.00
September,Laboratory,Medical Packages,Lipid Profile,5.00,928.40,4642.00
September,Surgeon,Surgery Procedure (4500),N/A,1.00,4500.00,4500.00
September,Laboratory,Hematology,Platelet Count (PC),18.00,250.00,4500.00
September,Services,Ear Piercing,N/A,4.00,1000.00,4000.00
September,Laboratory,Clinical Microbiology,Urine C-S,5.00,800.00,4000.00
September,Medicines,Medicine,Metindaz,28.00,130.00,3640.00
September,Laboratory,Miscellaneous,Wet Smear,6.00,600.00,3600.00
September,Ultrasound,General Ultrasound,Soft Tissue Ultrasound (ex. Axillary),3.00,1200.00,3600.00
September,Medicines,Medicine,Medroxyprogesterone (DB-10),40.00,80.00,3200.00
September,Vaccines,Typhoid Vaccine,N/A,1.00,3000.00,3000.00
September,Medical Certificate,Cardiology Clearance,N/A,2.00,1500.00,3000.00
September,Medicines,Medicine,Mupirocin Ointment (Mupiderm),13.00,223.23,2902.00
September,Ultrasound,Obstetrics and Gynecology,CERVICAL LENGTH,4.00,700.00,2800.00
September,Laboratory,Miscellaneous,HbA1c,5.00,550.00,2750.00
September,Laboratory,Hematology,ABO RH Typing,9.00,300.00,2700.00
September,Laboratory,Clinical Microbiology,Gram Stain,4.00,600.00,2400.00
September,Medicines,Family Planning,FAYE,4.00,600.00,2400.00
September,Ultrasound,Obstetrics and Gynecology,BPS - DOPPLER VELOCIMETRY,1.00,2300.00,2300.00
September,Services,Intrauterine Device Insertion,N/A,1.00,2300.00,2300.00
September,Medicines,Medicine,Mommalac,152.00,15.00,2280.00
September,Ultrasound,Obstetrics and Gynecology,Cervical Length,3.00,700.00,2100.00
September,Ultrasound,Obstetrics and Gynecology,Placental Doppler,2.00,1000.00,2000.00
September,Ultrasound,Obstetrics and Gynecology,BPS + Biometry w- Cervical Length,1.00,2000.00,2000.00
September,Surgeon,Surgery Procedure (1000),N/A,2.00,1000.00,2000.00
September,Medicines,Miscellaneous,Feminine Wash (Femcare),8.00,250.00,2000.00
September,Laboratory,Miscellaneous,Rubella IgG,1.00,1800.00,1800.00
September,Laboratory,Clinical Chemistry,Creatinine,6.00,300.00,1800.00
September,Laboratory,Clinical Chemistry,HBsAg Screening,4.00,450.00,1800.00
September,Medicines,Medicine,Calcium Carbonate + D3 (Calcidin),138.00,12.00,1656.00
September,Medicines,Miscellaneous,Pregnancy Test,13.00,120.00,1560.00
September,Vaccines,BCG Vaccine,N/A,1.00,1500.00,1500.00
September,Medicines,Medicine,Dexamethasone Sodium Phosphate (Mohsidex),2.00,750.00,1500.00
September,Vaccines,Hepatitis B Vaccine,N/A,1.00,1500.00,1500.00
September,Medicines,Medicine,Methylergometrine (Ergojen),60.00,25.00,1500.00
September,Services,Intramuscular Injection,N/A,2.00,728.50,1457.00
September,Medicines,Medicine,Isoxsuprene Hcl (Duvatrene),51.00,27.94,1425.00
September,Ultrasound,Obstetrics and Gynecology,Placental Localization,2.00,700.00,1400.00
September,Medicines,Medicine,Isoxsuprine Hcl (Duvaprine),72.00,18.88,1359.00
September,Laboratory,Clinical Chemistry,VDRL-RPR,3.00,450.00,1350.00
September,Ultrasound,Obstetrics and Gynecology,Follicle Monitoring,2.00,500.00,1000.00
September,Laboratory,Clinical Chemistry,SGPT,4.00,250.00,1000.00
September,Medicines,Miscellaneous,Dexa,1.00,750.00,750.00
September,Others,Administration Fee,N/A,3.00,250.00,750.00
September,Pediatric Medicines,Cetirizine (Hydrochloride Allercon-25),N/A,5.00,150.00,750.00
September,Services,Clinical Fee,N/A,5.00,150.00,750.00
September,Laboratory,Clinical Chemistry,SGOT,3.00,250.00,750.00
September,Laboratory,Clinical Chemistry,Potassium,2.00,350.00,700.00
September,Laboratory,Clinical Chemistry,Sodium,2.00,350.00,700.00
September,Laboratory,Clinical Chemistry,Uric Acid,2.00,300.00,600.00
September,Laboratory,Clinical Chemistry,Blood Urea Nitrogen (BUN),2.00,300.00,600.00
September,Medicines,Miscellaneous,Drysheet - Underpad,12.00,50.00,600.00
September,Laboratory,Clinical Chemistry,HbA1c,1.00,550.00,550.00
September,Laboratory,Hematology,APTT,1.00,500.00,500.00
September,Laboratory,Hematology,PROTIME (PT),1.00,500.00,500.00
September,Pediatric Medicines,Iron B and Complex (Ferlin),N/A,2.00,250.00,500.00
September,Others,Histopathology Deposit,N/A,1.00,500.00,500.00
September,Pediatric Medicines,Salinase Spray,N/A,2.00,250.00,500.00
September,Medicines,Medicine,Cefuroxime Axetil (Aerox),14.00,35.00,490.00
September,Laboratory,Clinical Chemistry,Anti HBc (IgG),1.00,450.00,450.00
September,Laboratory,Clinical Chemistry,Anti HBs,1.00,450.00,450.00
September,Medicines,Medicine,Cefurox,27.00,16.00,432.00
September,Medicines,Medicine,Azithromycin,5.00,85.00,425.00
September,Laboratory,Clinical Chemistry,LDH,1.00,350.00,350.00
September,Pediatric Medicines,Cetirizine (Allerkid Syrup),N/A,1.00,300.00,300.00
September,Laboratory,Clinical Microscopy,Fecalysis,1.00,250.00,250.00
September,Laboratory,Clinical Chemistry,Total Calcium,1.00,250.00,250.00
September,Medicines,Medicine,Evening Primrose (PRIMAVIX),6.00,35.00,210.00
September,Pediatric Medicines,Provits 120 ml,N/A,1.00,200.00,200.00
September,Pediatric Medicines,Nasatapp Drops,N/A,1.00,150.00,150.00
September,Surgeon,Surgery Procedure (100),N/A,2.00,75.00,150.00
September,Pediatric Medicines,Paracetamol Drops (Tempra),N/A,1.00,150.00,150.00
September,Medicines,Miscellaneous,Wee bag,10.00,14.00,140.00
September,Medical Certificate,General Ultrasound (with Certified True Copy),N/A,1.00,50.00,50.00
September,Medicines,Miscellaneous,Urine Container,5.00,10.00,50.00
September,Pediatric Medicines,Zinc Oxide and Calamine (Saphclamine),N/A,1.00,26.00,26.00
October,Services,Obstetrics and Gynecology Consultation,N/A,702.00,599.54,420879.00
October,Services,Pediatrics Consultation,N/A,651.00,599.11,390022.00
October,Ultrasound,Obstetrics and Gynecology,Transvaginal,169.00,1198.73,202586.00
October,Vaccines,Rotateq Vaccine,N/A,50.00,2500.00,125000.00
October,Vaccines,"PCV ""Pneumoccoccal"" Vaccine",N/A,31.00,4000.00,124000.00
October,Ultrasound,Obstetrics and Gynecology,BPS + Biometry,94.00,1300.00,122200.00
October,Vaccines,Flu Vaccine,N/A,52.00,2000.00,104000.00
October,Vaccines,"6 IN 1 ""Hexaxim"" Vaccine",N/A,25.00,4000.00,100000.00
October,Ultrasound,Obstetrics and Gynecology,Congenital Anomaly Scan,36.00,2500.00,90000.00
October,Ultrasound,Obstetrics and Gynecology,Pelvic,48.00,1200.00,57600.00
October,Vaccines,Japanese Encephalitis Vaccine,N/A,12.00,4000.00,48000.00
October,Others,Non-Stress Test,N/A,35.00,1000.00,35000.00
October,Laboratory,Clinical Microbiology,Papsmear,40.00,792.85,31714.00
October,Medical Certificate,Medical Certificate,N/A,62.00,500.00,31000.00
October,Services,REI,N/A,34.00,800.00,27200.00
October,Ultrasound,Obstetrics and Gynecology,5D ULTRASOUND,9.00,3000.00,27000.00
October,Ultrasound,Obstetrics and Gynecology,Biometry,21.00,1200.00,25200.00
October,Vaccines,Rotarix Vaccine,N/A,8.00,3000.00,24000.00
October,Vaccines,Tetanus Toxoid Vaccine,N/A,47.00,500.00,23500.00
October,Vaccines,TD Vaccine,N/A,26.00,860.00,22360.00
October,Surgeon,Surgery Procedure (4500),N/A,5.00,4400.00,22000.00
October,Ultrasound,General Ultrasound,Breast - Chest Ultrasound (Bilateral),13.00,1564.46,20338.00
October,Services,Surgery Consultation,N/A,31.00,593.10,18386.00
October,Medicines,Medicine,Calcium Carbonate + D3 (Calcidin),1282.00,12.00,15384.00
October,Vaccines,MMR Vaccine,N/A,6.00,2500.00,15000.00
October,Laboratory,Medical Packages,Buntis Package B,6.00,2500.00,15000.00
October,Medicines,Medicine,Heme Up,707.00,19.79,13990.00
October,Medicines,Medicine,Heragest,208.00,65.00,13520.00
October,Laboratory,Hematology,Complete Blood Count (CBC),33.00,400.00,13200.00
October,Laboratory,Clinical Chemistry,75 Gram OGTT,11.00,1200.00,13200.00
October,Vaccines,MMRV Vaccine,N/A,2.00,6500.00,13000.00
October,Services,Endocrinologist Consultation,N/A,16.00,773.19,12371.00
October,Medicines,Medicine,Multivitamins (Mosvit Elite),652.00,18.00,11736.00
October,Ultrasound,General Ultrasound,Whole Abdomen,7.00,1656.57,11596.00
October,Services,Cardiology Consultation,N/A,15.00,761.87,11428.00
October,Medical Certificate,Swab Test,N/A,9.00,1200.00,10800.00
October,Ultrasound,Obstetrics and Gynecology,Transrectal,9.00,1200.00,10800.00
October,Vaccines,Varicella Vaccine,N/A,3.00,3500.00,10500.00
October,Laboratory,Clinical Chemistry,HIV Screening,16.00,650.00,10400.00
October,Laboratory,Medical Packages,Buntis Package A,6.00,1700.00,10200.00
October,Services,Laser Circumcision,N/A,2.00,4500.00,9000.00
October,Surgeon,Surgery Procedure (9000),N/A,1.00,9000.00,9000.00
October,Medicines,Medicine,Evening Primrose (Primdin),264.00,33.64,8880.37
October,Ultrasound,Obstetrics and Gynecology,TVS w Follicle Monitoring,5.00,1700.00,8500.00
October,Medicines,Medicine,Gestron,112.00,65.00,7280.00
October,Services,Intramuscular Injection,N/A,9.00,800.00,7200.00
October,Surgeon,Surgery Procedure (7000),N/A,1.00,7000.00,7000.00
October,Surgeon,Surgery Procedure (8500),N/A,1.00,6982.00,6982.00
October,Laboratory,Clinical Microbiology,Urine C-S,8.00,800.00,6400.00
October,Vaccines,Typhoid Vaccine,N/A,2.00,3000.00,6000.00
October,Laboratory,Hematology,Platelet Count (PC),23.00,250.00,5750.00
October,Medicines,Medicine,Vitamin C + Zinc (Pearly-C),444.00,12.00,5328.00
October,Services,Ear Piercing,N/A,5.00,1000.00,5000.00
October,Ultrasound,Obstetrics and Gynecology,3D-4D Ultrasound,2.00,2500.00,5000.00
October,Vaccines,PPD Test,N/A,6.00,750.00,4500.00
October,Laboratory,Clinical Microscopy,Urinalysis,22.00,200.00,4400.00
October,Medicines,Medicine,Mommalac,322.00,13.63,4389.63
October,Ultrasound,Obstetrics and Gynecology,Cervical Length,6.00,700.00,4200.00
October,Laboratory,Miscellaneous,NS1 Antigen,3.00,1400.00,4200.00
October,Services,Implant Insertion,N/A,1.00,4000.00,4000.00
October,Vaccines,Meningococcal Vaccine,N/A,1.00,4000.00,4000.00
October,Surgeon,Surgery Procedure (4000),N/A,1.00,4000.00,4000.00
October,Services,Urology Consultation,N/A,5.00,800.00,4000.00
October,Ultrasound,General Ultrasound,Inguinoscrotal Ultrasound (with doppler),2.00,1900.00,3800.00
October,Laboratory,Medical Packages,Thyroid Function Test,2.00,1800.00,3600.00
October,Surgeon,Surgery Procedure (3500),N/A,1.00,3500.00,3500.00
October,Ultrasound,General Ultrasound,Neck Ultrasound (Thyroid Submandibular and Lymph N,2.00,1700.00,3400.00
October,Medicines,Medicine,Ferrous + Folic Acid (Prenat),280.00,12.00,3360.00
October,Laboratory,Medical Packages,Blood Chemistry (Hypertension),1.00,3200.00,3200.00
October,Laboratory,Clinical Chemistry,VDRL-RPR,7.00,450.00,3150.00
October,Medicines,Family Planning,DMPA (Depotrust),6.00,500.00,3000.00
October,Laboratory,Miscellaneous,Wet Smear,5.00,600.00,3000.00
October,Laboratory,Hematology,ABO RH Typing,10.00,300.00,3000.00
October,Laboratory,Medical Packages,Lipid Profile,3.00,940.33,2821.00
October,Laboratory,Clinical Chemistry,HBsAg Screening,6.00,450.00,2700.00
October,Laboratory,Clinical Chemistry,TSH,4.00,650.00,2600.00
October,Laboratory,Medical Packages,Wellness Package,1.00,2500.00,2500.00
October,Medicines,Medicine,Medroxyprogesterone (DB-10),30.00,80.00,2400.00
October,Ultrasound,General Ultrasound,Soft Tissue Ultrasound (ex. Axillary),2.00,1200.00,2400.00
October,Medicines,Medicine,Folic Acid (Quatrofol),158.00,15.00,2370.00
October,Services,Intrauterine Device Insertion,N/A,1.00,2300.00,2300.00
October,Medicines,Medicine,Letrozole,15.00,150.00,2250.00
October,Ultrasound,General Ultrasound,Cranial Ultrasound (Pedia),1.00,2200.00,2200.00
October,Ultrasound,Obstetrics and Gynecology,BPS + Biometry w- Cervical Length,1.00,2000.00,2000.00
October,Pediatric Medicines,Azithromycin (Azythrex),N/A,4.00,500.00,2000.00
October,Laboratory,Clinical Chemistry,FT4,3.00,650.00,1950.00
October,Laboratory,Clinical Chemistry,FBS,3.00,650.00,1950.00
October,Ultrasound,General Ultrasound,Whole Abdomen (to r-o acute appendicitis),1.00,1900.00,1900.00
October,Laboratory,Clinical Microbiology,Gram Stain,3.00,600.00,1800.00
October,Medicines,Medicine,Isoxsuprene Hcl (Duvatrene),57.00,28.16,1605.00
October,Medicines,Medicine,Cefurox,49.00,32.29,1582.00
October,Others,Histopathology Deposit,N/A,3.00,500.00,1500.00
October,Vaccines,Hepatitis B Vaccine,N/A,1.00,1500.00,1500.00
October,Surgeon,Surgery Procedure (1500),N/A,1.00,1500.00,1500.00
October,Ultrasound,General Ultrasound,Thyroid Ultrasound,1.00,1400.00,1400.00
October,Ultrasound,Obstetrics and Gynecology,CERVICAL LENGTH,2.00,700.00,1400.00
October,Laboratory,Miscellaneous,Quantitative Beta-Hcg,1.00,1300.00,1300.00
October,Others,Catheter Change,N/A,1.00,1232.00,1232.00
October,Medicines,Family Planning,FAYE,2.00,600.00,1200.00
October,Medicines,Family Planning,ALTHEA,2.00,600.00,1200.00
October,Medicines,Medicine,Clindamycin (Vagilin),7.00,170.00,1190.00
October,Laboratory,Miscellaneous,HbA1c,2.00,550.00,1100.00
October,Medicines,Medicine,Metindaz,8.00,130.00,1040.00
October,Vaccines,Oral Polio Vaccine (OPV),N/A,1.00,1000.00,1000.00
October,Ultrasound,Obstetrics and Gynecology,Placental Doppler,1.00,1000.00,1000.00
October,Laboratory,Miscellaneous,Dengue Duo,1.00,920.00,920.00
October,Laboratory,Clinical Chemistry,Creatinine,3.00,300.00,900.00
October,Laboratory,Clinical Chemistry,Blood Urea Nitrogen (BUN),3.00,300.00,900.00
October,Medicines,Miscellaneous,Tuli After Care Package,1.00,850.00,850.00
October,Medicines,Miscellaneous,Pregnancy Test,7.00,120.00,840.00
October,Medicines,Medicine,Isoxsuprene HCl (Isoxilan),27.00,30.00,810.00
October,Others,Administration Fee,N/A,3.00,250.00,750.00
October,Pediatric Medicines,Cetirizine (Temprazine),N/A,3.00,250.00,750.00
October,Medicines,Medicine,Mupirocin Ointment (Mupiderm),3.00,250.00,750.00
October,Services,Clinical Fee,N/A,5.00,150.00,750.00
October,Laboratory,Clinical Chemistry,SGOT,3.00,250.00,750.00
October,Laboratory,Clinical Chemistry,SGPT,3.00,250.00,750.00
October,Laboratory,Clinical Chemistry,FSH,1.00,700.00,700.00
October,Pediatric Medicines,Paracetamol Syrup (Tempra),N/A,3.00,200.00,600.00
October,Pediatric Medicines,Cetirizine (Hydrochloride Allercon-25),N/A,4.00,150.00,600.00
October,Medicines,Medicine,Azithromycin (Azithrovin),7.00,85.00,595.00
October,Laboratory,Clinical Chemistry,HbA1c,1.00,550.00,550.00
October,Laboratory,Clinical Chemistry,Bilirubin,1.00,400.00,400.00
October,Medicines,Medicine,Methylergometrine (Ergojen),15.00,25.00,375.00
October,Laboratory,Clinical Chemistry,Potassium,1.00,350.00,350.00
October,Laboratory,Clinical Chemistry,Sodium,1.00,350.00,350.00
October,Laboratory,Clinical Chemistry,Alkaline Phosphatase,1.00,350.00,350.00
October,Laboratory,Clinical Chemistry,Uric Acid,1.00,300.00,300.00
October,Pediatric Medicines,Paracetamol Drops (Tempra),N/A,3.00,100.00,300.00
October,Medicines,Miscellaneous,Feminine Wash (Femcare),1.00,250.00,250.00
October,Laboratory,Clinical Microscopy,Fecalysis,1.00,250.00,250.00
October,Pediatric Medicines,Salinase Spray,N/A,1.00,250.00,250.00
October,Laboratory,Hematology,Bleeding Time (BT),1.00,210.00,210.00
October,Pediatric Medicines,Nutri 10 plus drops,N/A,1.00,200.00,200.00
October,Pediatric Medicines,Cetirizine (Dihydrochloride Trizin 5),N/A,1.00,200.00,200.00
October,Medicines,Miscellaneous,Drysheet - Underpad,4.00,50.00,200.00
October,Medicines,Medicine,Isoxsuprine Hcl (Duvaprine),6.00,30.00,180.00
October,Surgeon,Surgery Procedure (150),N/A,1.00,150.00,150.00
October,Pediatric Medicines,Nasatapp Drops,N/A,1.00,150.00,150.00
October,Pediatric Medicines,Zinc Sulfate (E-Zinc) 15ml,N/A,1.00,120.00,120.00
October,Pediatric Medicines,Hydrite,N/A,5.00,20.00,100.00
October,Pediatric Medicines,Vivalyte,N/A,1.00,100.00,100.00
October,Medicines,Miscellaneous,Urine Container,6.00,10.00,60.00
October,Medicines,Miscellaneous,Wee bag,2.00,15.00,30.00
November,Services,Obstetrics and Gynecology Consultation,N/A,705.00,599.70,422786.00
November,Services,Pediatrics Consultation,N/A,657.00,599.77,394048.00
November,Ultrasound,Obstetrics and Gynecology,Transvaginal,171.00,1197.50,204772.00
November,Ultrasound,Obstetrics and Gynecology,BPS + Biometry,98.00,1297.63,127168.00
November,Vaccines,Rotateq Vaccine,N/A,49.00,2500.00,122500.00
November,Vaccines,"PCV ""Pneumoccoccal"" Vaccine",N/A,29.00,4000.00,116000.00
